29.01,中号cf红色荔枝皮16开 卡 石家庄,25500,6650,8971,29.05,2023,,
29.01,深蓝羊皮方胖子28有卡 石家庄,17500,4785,6700,15.04,2023,,
29.01,粉色荔枝皮cf中号27有卡 石家庄,34000,8250,13196,4.06,2023,,
29.01,粉色羊皮大mini银扣28有卡 石家庄,18500,4800,5950,15.05,2023,,
29.01,红色羊皮cf中号金扣有卡 23开 石家庄,20000,5600,8570,5.04,2023,,
29.01,橘红色羊皮大mini金扣有卡27开 石家庄,18500,4950,7936,17.07,2023,,
29.01,红色羊皮大mini银扣有卡30开 石家庄,18500,4968,6893,28.05,2023,,
29.01,红色羊皮方胖子银扣30有卡 石家庄,16000,4800,8565,5.03,2023,,
29.01,中号boy羊皮橙红色卡 常州,10800,3650,8318,13.07,2023,,
29.01,粉色蛇皮小包 卡 票 常州,5980,1950,3721,2.05,2023,,
29.01,小号红色流浪 卡票 常州,11800,3050,3969,15.09,2023,,
29.01,红色羊皮金扣大mini 21开有卡 石家庄,17500,4200,4716,9.01,2024,,
1.2,红色羊皮银扣cf中号 20开有卡 石家庄,18500,5550,10595,16.06,2023,,
1.2,唇膏粉色羊皮银扣cf小号 26开有卡 石家庄,20600,5800,9626,3.06,2023,,
1.2,方胖子磨砂荔枝皮 179开有卡 闲鱼orasn,16000,3932,4346,1.07,2024,5月1号丫丫带回01，已回来,温州 24.06.10✔️31个/5月21日出货和5月28日出货
6.02,28cm蓝牛皮带孔boy 19开有卡奢驿奢侈品,14500,3750,5194,1.08,2023,,
17.02,boy 20开珠光蓝有卡 闲鱼米多多,13000,3388,4629,21.06,2023,,
28.02,漆皮boy红色99新 179 有卡 闲鱼喵喵,8500,2650,4782,16.04,2023,,
28.02,cf jumbo 雾面荔枝皮 18开有卡尘袋 闲鱼糯米,17096,4700,6626,2.05,2023,,
1.03,woc漆皮车厘子色 15开有卡 闲鱼香奈鹅,5076,1400,1952,13.04,2023,,
13.03,红色羊皮银扣cf中号 15开无卡 梦梦,16000,4350,6700,15.06,2023,,
15.03,红色羊皮cf中号 19开无卡 石家庄,16000,4168,5132,26.04,2023,,
21.03,pst 荔枝皮杏色 12开 闲鱼晚晚,7600,2218,3710,13.04,2023,,
22.03,cf jumbo 漆皮杏色 22开 奢厘子,7200,2450,5347,1.06,2023,,
22.03,boy 小号荔枝皮粉色24开有卡 太阳奢品,18000,4250,4507,25.11,2023,,
24.03,cf荔枝皮粉色29开无卡 石家庄,27000,7250,11474,5.09,2023,,
25.03,boy红色漆皮小号19开无卡 奢厘子,10500,2850,4310,1.08,2023,,
13.04,黑银漆皮woc 14开 andy卢已查码,5000,1450,2174,3.06,2023,,
13.04,粉红漆皮woc 20开 闲鱼奢侈品的包子,5300,1666,2987,10.05,2023,,
13.04,湖蓝色woc 13开有卡 乔小越salelux,5500,1400,1559,4.06,2023,,
13.04,cf粉色中号羊皮 情人节款 19开有卡 梦梦,15800,4668,8141,24.05,2023,,
14.04,cf 红银大mini 18开有卡 梦梦,15800,3800,4157,25 26.01,2025,,
